title,bundle,fanRating,fanRatingCount,Final Album,directory,Shares Elements With,Suggested directory,Suggested title,King Tom,Final song title,Type,album,length,composer,BPM,version,uuid,original_filename
05 Beautiful Baby,The Green Years,4.06,16,None,\The Black Room\1998-06 Rivers's Sketch Tape,,,05 Beautiful Baby,4,Beautiful Baby,Voice Memo With Guiatar,1998-06 Rivers's Sketch Tape,68,,65,,09d3336e6cc74f4eb2124e55ec9fdb84,05 beautiful baby
Daddy's Girl - 2,The Green Years,4.06,16,None,\The Black Room\C.O.R_,,,Daddy's Girl - 2,3,Daddy's Girl,Full Song,C.O.R_,182,Rivers Cuomo,104,,bed5c736f9834b1cb108cf502cb6cab4,033 Daddy's Girl 2
Sugar Cookie - v1,The Green Years,4.06,9,None,\The Maladroit Years\C.O.R_,,,Sugar Cookie - v1,3.5,Sugar Cookie,Voice Memo With Guitar,C.O.R_,150,Rivers Cuomo,81,,4e3dcefc8aa9463c9b6af0539672734f,365a Sugar Cookie
The Best Of Me - v6,EWBAITE,4.06,9,None,,,,The Best Of Me - v6,2.5,The Best of Me,Full Song,EWBAITE,222,,100,6,8688b4dd7d5b49878655dca7285b0da2,The Best of Me 6
Bless The Whole Wide World - v10,EWBAITE,4.06,8,None,\Demos--Previous Versions,,,Bless The Whole Wide World - v10,4.5,Bless the Whole Wide World,Full Song,Demos--Previous Versions,221,,108,10,37e017669d5246cf846444ca2a8dc5f5,Bless The Whole Wide World 10
The Tower of Babel - v4,EWBAITE,4.06,8,None,\Ecce Homo,,,The Tower of Babel - v4,4.5,The Tower of Babel,Full Song,Ecce Homo,201,,81,,be4511af6a9b42c288ce5f9f7987ff2d,The Tower of Babel 4
Meet Up With My Maker - v3,EWBAITE,4.06,8,None,\Demos--Previous Versions,,,Meet Up With My Maker - v3,2.5,Meet Up With Our Maker,Full Song,Demos--Previous Versions,225,,113,,a36d97a0fc6f4a68ad4062ff5a4b0bec,Meet Up With my Maker 3
Subjective 2 take out so,Weezma,4.06,8,None,,,,Subjective - v2 take out so,2.5,Subjective,Full Song,Weezma,194,,81,2,07cddd56d8d84a28b3df168ff6618eb7,Subjective 2 take out so
Sugar Daddies (Rick version) - 2002-10-15,The Green Years,4.06,8,None,\The Maladroit Years\Unknown Album,"Cold Glass of Water, Funeral for Music",,Sugar Daddies - 2002-10-15 Rick version,2.5,Sugar Daddies,Full Song,Unknown Album,182,,62,,35c5b807f49347de91f1f90e2b497905,396 2002-10-15 Sugar Daddies rick ve
Superman - Monterey Jack,The Blue-Pinkerton Years,4.05,37,None,\1992-1993 Monterey Jack,,,Superman - Monterey Jack,5,Superman,Full Song,1992-1993 Monterey Jack,131,Rivers Cuomo,100,,a9a76a1b4abf458286282e6a488eee70,10 Superman
Clearer Eyes - 2003 Demos,The Make Believe Years,4.05,19,None,\2003 Demos-- Weezer Office,"All I Need to Know, Love is an Illusion",,Clearer Eyes - 2003 Demos,4,Where to Start,Full Song,2003 Demos-- Weezer Office,219,Rivers Cuomo,65,,42dfe1ca27ba4e5a8a5549fdf70dae11,03 532 Clearer Eyes
All I Need To Know - 2004-02-20,The Make Believe Years,4.05,11,None,\2004-02-20 SIR Preproduction - Week 4,"Clearer Eyes, Love is an Illusion",,All I Need To Know - 2004-02-20,2.5,Where to Start,Guitar and Vocals Only,2004-02-20 SIR Preproduction - Week 4,233,Rivers Cuomo,65,,3421f77188054e559727c5f30892c9cf,01 532 All I Need to Know
Robot Man - v2,The Green Years,4.05,10,None,\C.O.R_,,,Robot Man - v2,3.5,Robot Man,Full Song,C.O.R_,98,Rivers Cuomo,108,,1da12d41afae4d1ba56ac8a2713c9abd,159 Robot Man 2
Wagamama - v1,EWBAITE,4.05,10,None,\Demos--Previous Versions,,,Wagamama - v1,2.5,Wagamama,Full Song,Demos--Previous Versions,211,,65,1,f8e50d5ec5444bcab6fb5ac64ca9920f,wagamama 1
Beethoven Sonata No. 1 in F Minor 2022-10-29,Piano,4.04,26,,,,,,,,,Piano,2036,,108,,17c5c798a99345be94f688b24cd2b69e,Beethoven Sonata No. 1 in F Minor 2022-10-29
hummingbird 4 @63,The Pacific Daydream Black Years,4.04,23,,,,,,2,,Sketch,The Pacific Daydream Years,22,,63,4,b28f7279c6fa4221bf2486da0e82e358,hummingbird 4 @63
Ever Again 2004-02-12 - 2004-02-13,The Make Believe Years,3.97,15,None,\2004-02-13 SIR Preproduction - Week 3,,,Ever Again 2004-02-12 - 2004-02-13,3.5,Break Me,Full Song,2004-02-13 SIR Preproduction - Week 3,186,Rivers Cuomo,96,,7b51a4cc598d4ad08e8f860c4118a04a,04 556 Ever Again 2004-02-12
I Won't Flake On You - v5,EWBAITE,4.04,14,None,\Demos--Previous Versions,,,I Won't Flake On You - v5,3.5,I Won't Let You Down,Full Song,Demos--Previous Versions,162,,65,5,d387fc913c3c40f59e1a0c0b443ec3a0,I Won't Flake On You 5
The Crazy Impossible Days - v4,The White Years,4.04,13,None,\Unknown Album,Two Broken Hearts (pre-chorus melody),,The Crazy Impossible Days - v4,3.5,The Crazy Impossible Days,Full Song,Unknown Album,127,Rivers Cuomo,65,4,65684b02936b46cb80bb6918c05456ae,The Crazy Impossible Days 4
Quick Picture 10,EWBAITE,4.03,40,None,\Demos--Previous Versions,Buddy Holly (bridge),,Quick Picture - v10,3,Quick Picture,Full Song,Demos--Previous Versions,202,,100,10,b5d9dfd4eb684e319d99824905a9f014,Quick Picture 10
Sweet Peepers - Monterey Jack,The Blue-Pinkerton Years,4.03,33,None,\1992-1993 Monterey Jack,,,Sweet Peepers - Monterey Jack,4,Sweet Peepers,Full Song,1992-1993 Monterey Jack,86,Rivers Cuomo,96,,0eba7a434b0e4bb8b8e3b62691d7e1a8,06 Sweet Peepers
Almost Beautiful 3 Happy Now @125,The Pacific Daydream Black Years,4.03,20,,,,,,2.5,,Sketch,The Pacific Daydream Years,34,,63,3,626567b2ea1346e3bcb1b5e7eae7cb00,Almost Beautiful 3 Happy Now @125
Freak Flag - v8,EWBAITE,4.03,19,None,\Demos--Previous Versions,,,Freak Flag - v8,4.5,Freak Flag,Full Song,Demos--Previous Versions,224,,68,8,6ff4551a5c674c18aa7701e48fc1dc5f,Freak Flag 8
Friday Feeling 25 fits @100,The Pacific Daydream Black Years,4.03,16,,,Medicine for Melancholy; Pacific Coast Highway in the Movies,,,3.5,Medicine for Melancholy,Partial Song,The Pacific Daydream Years,124,,100,25,031fc408711445288acb2f325beae53e,Friday Feeling 25 fits @100
Love Me - v4,EWBAITE,4.03,15,None,\2 stars and below,,,Love Me - v4,3.5,Love Me,Full Song,Demos--Previous Versions,211,,65,4,80b4d7a58b6a4f359ad220ded065f311,Love Me 4
Let's Get Married 2013,EWBAITE,4.02,25,None,\Demos--Previous Versions,,,Let's Get Married - 2013,2.5,Let's Get Married,Full Song,Demos--Previous Versions,166,,79,20,468e410096fb436c9dd209fe87fcf1e9,Let's Get Married 2013
Loveable Loser 4 all ideas @100,The Pacific Daydream Black Years,4.02,23,,,,,,3.5,,Full Song,The Pacific Daydream Years,345,,100,4,98560be0bfbd4679b03503619315f936,Loveable Loser 4 all ideas @100
07 Little Bag,Pre-Weezer,4.02,22,None,\1991-1992 Weezer,,,,4.5,,Full Song,1991-1992 Weezer,141,Rivers Cuomo,118,,fc05005f4763487e8be3c00a7359fd05,07 Little Bag
Bender 17 drop @79 -1,The Pacific Daydream Black Years,4,30,,,,,,4,,Full Song,The Pacific Daydream Years,219,,79,17,b7014c6d2f0a4b908c64553488822ed0,Bender 17 drop @79 -1
The Ivory Telephone - v5,EWBAITE,4,27,None,\Demos--Previous Versions,,,The Ivory Telephone - v5,4,The Ivory Telephone,Full Song,Demos--Previous Versions,190,,65,5,3e3ff0242d2f47689317d3676dbb363b,The Ivory Telephone 5
Wayne,The Pacific Daydream Black Years,4,26,,\Work,,,,,,,Work,39,Rivers Cuomo,74,,bf19c506a56f4f9ebf6ef13f76a47cce,Wayne
The Ivory Telephone - v7,EWBAITE,4,23,None,\Demos--Previous Versions,,,The Ivory Telephone - v7,4,The Ivory Telephone,Full Song,Demos--Previous Versions,213,,62,7,b68c23f994344205bbeda07b01e9355c,The Ivory Telephone 7
I Want To Be Something,The Red-Raditude-Hurley Years,4,21,None,\Unknown Album,,,,4,I Want To Be Something,Full Song,Unknown Album,169,Rivers Cuomo,72,,9354de8641214c3094be41dd4e54c0ed,I Want To Be Something
Maladroit Preview 2021-12-27 14.38,The Green Years,4,20,,\The Maladroit Years,,,,,,,The Maladroit Years,356,,81,,a8336babb23c4322ab96938e2af2649b,Maladroit Preview 2021-12-27 14.38
Friday Feeling 3 @101,The Pacific Daydream Black Years,4,17,,,Medicine for Melancholy,,,4,Medicine for Melancholy,Full Song,The Pacific Daydream Years,237,,101,3,43838dfe980545a69a6a68be24373bee,Friday Feeling 3 @101
Gimme Something - 2,The Green Years,4,17,None,\C.O.R_,,,Gimme Something - 2,4,Gimme Something,Full Song,C.O.R_,206,Rivers Cuomo,118,,5b012692a8f941ee880ad973734711dc,153 Gimme Something 2
Preview Pacific Daydream bundle 2021-10-18 08.54-3,The Pacific Daydream Black Years,4,17,,,,,,,,,The Pacific Daydream Years,215,,102,,0e4bcefd1a644f1da85caf4d0e073674,Preview Pacific Daydream bundle 2021-10-18 08.54-3
Sweet Love 2 2,The Red-Raditude-Hurley Years,4,17,None,,Cheap Love,,Sweet Love - v2 2,4,Sweet Love,Full Song,The Red-Raditude-Hurley Years,196,,65,2,98c3afaeaa9a4684b6a4dc5f29439962,Sweet Love 2 2
dictadroid1_2015_1_30_12_38_23,The White Years,4,17,None,\Rivers Cuomo,,,Guiding Light (rough),3,Guiding Light,Sketch/Full Song,Rivers Cuomo,264,Rivers Cuomo,64,,edc2047ae27d4575aa9ce83597919884,dictadroid1_2015_1_30_12_38_23
Girl's Soccer,The Green Years,4,15,None,\The Black Room\1999 Rivers at TK - Binchy Bingewater,,,Girl's Soccer,5,Girl's Soccer,Full Song,1999 Rivers at TK - Binchy Bingewater,138,Rivers Cuomo,65,,15b2ec9f811b4e318332527859c7b711,TK-10 Girl's Soccer
Yahoo - 2004-02-05,The Make Believe Years,4,15,None,\2004-02-13 SIR Preproduction - Week 3,,,Yahoo - 2004-02-05,5,Yahoo,Full Song,2004-02-13 SIR Preproduction - Week 3,208,Rivers Cuomo,65,,674641f5131646d199bb81180b34e800,21 387 Yahoo 2004-02-05
These things that you do (revised),The Red-Raditude-Hurley Years,4,15,None,\Unknown Album,,,These Things That You Do - revised,4,These Things That You Do,Full Song,Unknown Album,219,Rivers Cuomo,65,,45c35811fb7a41399ac52784ddc589e6,These things that you do (revised)
Simple To Me - v7 chorus @99 +1 actually 11 ish,EWBAITE,4,15,None,\Demos--Previous Versions,,,Simple To Me - v7 chorus @99 +1 actually 11 ish,3,Simple to Me,Full Song,Demos--Previous Versions,169,,99,7,cf132eb05ed84a6b92db2e86acc53a96,Simple To Me 7 chorus @99 +1 actually 11 ish
Clearer Eyes (Love Is An Illusion) - 2003 Demos,The Make Believe Years,4,14,None,\2003 Demos-- Weezer Office,"All I Need to Know, Clearer Eyes",,Clearer Eyes (Love Is An Illusion) - 2003 Demos,3,Where to Start,Full Song,2003 Demos-- Weezer Office,234,Rivers Cuomo,62,,1c7a37c837b842e4a6acf24737b1b396,01 clearer eyes (Love Is An Illusion
Freak Flag - v6,EWBAITE,3.86,14,None,\Demos--Previous Versions,,,Freak Flag - v6,4,Freak Flag,Full Song,Demos--Previous Versions,224,,68,6,3ef3b8e12f7c4e2c85974f7a51c648fa,Freak Flag 6
Hole in Time - 208,The Green Years,4,13,None,\C.O.R_,,,Hole in Time - 208,4,Hole In Time,Full Song,C.O.R_,208,Rivers Cuomo,65,,ea3dc7a400e145f980e36edb5daa40d9,208 Hole In Time
Message Board,The Green Years,4,13,None,\The Maladroit Years\C.O.R_,,,Message Board,4,Message Board,Voice Memo With Guitar,C.O.R_,68,Rivers Cuomo,68,,4d14c65474f94ac2b4f76d6f6b885f7b,357 Message Board
"Beethoven Sonata No. 14 in C-sharp Minor, 2. Allegretto 3. Presto-26",Piano,4,13,,,,,,,,,Piano,2842,,110,,0bf1caeedf2c42b086810742d6be7b2f,"Beethoven Sonata No. 14 in C-sharp Minor, 2. Allegretto 3. Presto-26"
"Beethoven Sonata No. 23 in F Minor, 1. Allegro 2022-08-12",Piano,4,13,,,,,,,,,Piano,3009,,89,,347408b686f74dbca2c42584b062407a,"Beethoven Sonata No. 23 in F Minor, 1. Allegro 2022-08-12"
17 Spider Bitch,Pre-Weezer,4,12,None,\1990 Best Of The Worst,,,,4,Spider Bitch,Full Song,1990 Best Of The Worst,250,Rivers Cuomo,118,,622b2ad2db4f4997a244992a3ec93926,17 Spider Bitch
Untitled2,The White Years,4,12,None,,I Can't Find the Words/Why Won't You Love Me,,,4,,Sketch,The White Years,117,,65,,1cbefa78a1784447908e36cd42d7e85a,Untitled2 2
"Beethoven Sonata No. 21 in C Major, 3. Allegretto 2022-10-05",Piano,4,12,,,,,,,,,Piano,2863,,96,,23963d575bfb46189fdbd0886037bf20,"Beethoven Sonata No. 21 in C Major, 3. Allegretto 2022-10-05"
"Beethoven Sonata No. 32 in C Minor, 2. Adagio and Beethoven Sonata No. 1 in F Minor, 1. Allegro 2022-08-30",Piano,4,12,,,,,,,,,Piano,4575,,100,,a24897b35f9644c88f5cd53140b4a03b,"Beethoven Sonata No. 32 in C Minor, 2. Adagio and Beethoven Sonata No. 1 in F Minor, 1. Allegro 2022-08-30"
Beethoven Sonata No. 5 in C Minor-08,Piano,4,12,,,,,,,,,Piano,2960,,65,,2e2354455e064bb6b84d56da9f9c9214,Beethoven Sonata No. 5 in C Minor-08
31 Disco Queen (Piano),The Green Years,4,11,None,\The Black Room\1998-05 Riverss Sketch Tape,,,31 Disco Queen (Piano),3,Disco Queen,Voice Memo with Piano,1998-05 Riverss Sketch Tape,107,,118,,a912e5566360446c845d63ea98d01a80,31 disco queen on piano
Beethoven Sonata No. 28 in A Major 2022-08-18,Piano,4,11,,,,,,,,,Piano,3525,,89,,90fa848195de40c5a1593c93d7ec3add,Beethoven Sonata No. 28 in A Major 2022-08-18
"Beethoven Sonata No. 3 in C Major, 1. Allegro 2. Adagio-04",Piano,4,11,,,,,,,,,Piano,3037,,65,,8cbe0062f9f74ab69f49180d250b47e9,"Beethoven Sonata No. 3 in C Major, 1. Allegro 2. Adagio-04"
Gravity Will Bring You Down - v12,EWBAITE,4,10,None,\Demos--Previous Versions,,,Gravity Will Bring You Down - v12,5,Gravity Will Bring You Down,Full Song,Demos--Previous Versions,180,,104,12,819a6407293242c5b3bd4c7caede4123,Gravity Will Bring You Down 12
Expatriates In Paris 1,Weezma,4,10,None,,,,Expatriates In Paris - v1,4,Expatriates In Paris,Full Song,Weezma,261,,65,1,58be01e118104b2dbe44681683e60fc2,Expatriates In Paris 1
WHERE IS MY PROTECTOR - ROUGH 2(novc,EWBAITE,4,10,None,\2 stars and below,,,,2,,Instrumental,EWBAITE,238,,65,,a3b08ec6f7a34b8891f52ac8b2327b02,WHERE IS MY PROTECTOR - ROUGH 2(novc
Let's Get Married - v3,EWBAITE,4,9,None,\Unknown Album,,,Let's Get Married - v3,3,Let's Get Married,Full Song,Unknown Album,166,Rivers Cuomo,76,3,4cded81edfc0483ca59e6949a679eec9,Let's Get Married 3
You're Beautiful To me 14,The White Years,4,9,None,,,,You're Beautiful To Me - v14,3,You're Beautiful To Me,Full Song,The White Years,190,,72,14,66a69e490dd44c319d9f3b96d7e48bc7,You're Beautiful To me 14
"Beethoven Sonata No. 2 in A Minor, 1. Allegro 2. Largo-01",Piano,4,9,,,,,,,,,Piano,2971,,65,,00182b075dd8407880593cc152317100,"Beethoven Sonata No. 2 in A Minor, 1. Allegro 2. Largo-01"
Beethoven Sonata No. 30 in E Major 2022-08-24,Piano,4,9,,,,,,,,,Piano,2498,,93,,24949599230949b48c5fff1c8a7420d5,Beethoven Sonata No. 30 in E Major 2022-08-24
President of The United States,Patrick & Rivers,4,8,None,\Demos--Previous Versions,,,President of The United States,3,El Presidente,Full Song,Demos--Previous Versions,197,,86,,b7161106383d4124b63ee16ab0170120,President of The United States
Memphis,The Green Years,4,7,None,\The Black Room\C.O.R_,Let Me Wash At Your Sink,,Memphis,3,Memphis,Sketch,C.O.R_,60,Rivers Cuomo,113,,1fddbd8fd9234f54ae1b866f1c94c9bf,081 Memphis
o holy night PW demo,Patrick & Rivers,4,7,,,,,O Holy Night - PW instrumental demo,3,O Holy Night,Instrumental,Patrick & Rivers,236,,100,,e392bd0f49c34e05b23f30cb6f53ac8a,o holy night PW demo
Second Best Hugger In The World - v9,EWBAITE,4,7,None,\Demos--Previous Versions,,,Second Best Hugger In The World - v9,3,Second Best Hugger In The World,Full Song,Demos--Previous Versions,202,,81,9,f5f1bcc8b09740048d92a651fe3e376e,Second Best Hugger In The World 9
Why Won't You Love Me 14 drumless @67,The White Years,4,7,None,,,,Why Won't You Love Me - v14 drumless @67,3,Why Won't You Love Me,Full Song,The White Years,114,Rivers Cuomo,65,14,62f86efc406b4b08ad1ee3f7deaeebc7,Why Won't You Love Me 14 drumless
Hold On,The Green Years,4,7,None,\C.O.R_,,,Hold On,2,Hold On,Sketch,C.O.R_,64,Rivers Cuomo,104,,9d65ec158ddb42f2a44b350497f2dc44,127 Hold On
May Your Life Be Blessed v2,The Green Years,4,7,None,\The Maladroit Years\C.O.R_,,,May Your Life Be Blessed - COR v2,2,May Your Life Be Blessed,Full Song,C.O.R_,213,Rivers Cuomo,84,,cecf225c721f4ee9a27165a4c9e40e50,420.2 May Your Life Be Blessed
Simple Fisherman - 2004-01-09,The Make Believe Years,4,7,None,\2004-01-09 Rivers Home Demos,Time Is Running Out,,Simple Fisherman - 2004-01-09,2,Simple Fisherman (acoustic),Full Song,2004-01-09 Rivers Home Demos,229,Rivers Cuomo,108,,0b5e7ae149fb47659cb6f74bce301456,03 370 Simple Fisherman
Gravity Will Bring You Down - v6,EWBAITE,4,6,None,\Demos--Previous Versions,,,Gravity Will Bring You Down - v6,5,Gravity Will Bring You Down,Full Song,Demos--Previous Versions,201,,100,6,f7e14b121012494b83b4e42efde98dcb,Gravity Will Bring You Down 6
Simple To Me - v6,EWBAITE,4,6,None,\Demos--Previous Versions,,,Simple To Me - v6,5,Simple to Me,Full Song,Demos--Previous Versions,234,,100,6,28cf920dce1d47e1aa549b88a93168ca,Simple To Me 6
"Darling, I Think It's Time - 2002-10-13",The Green Years,4,6,None,\The Maladroit Years\2 stars and below,,,"Darling, I Think It's Time - 2002-10-13",3,Everybody Wants a Chance to Be All Alone,Full Song,Unknown Album,250,,118,,159259238b94441f92adb5f9290f67eb,397 2002-10-13 Darling I think it's
Stupid Feelings,The Green Years,4,6,None,\The Maladroit Years\C.O.R_,She Makes Me Laugh,,Stupid Feelings,3,She Makes Me Laugh,Voice Memo With Guitar,C.O.R_,146,,81,,61917fb722cf4d15accfbdce5cf3afd7,307 Stupid Feelings
And If You Go It's Natural,The Green Years,4,6,None,\The Black Room\C.O.R_,,,And If You Go It's Natural,2,And If You Go It's Natural,Sketch,C.O.R_,45,Rivers Cuomo,62,,6fe28fbf713b4267ad96e651ff84ddad,061 And If You Go It's Natural
Dream Warning,The Green Years,4,6,None,\The Maladroit Years\C.O.R_,,,Dream Warning,2,Dream Warning,Voice Memo With Guitar,C.O.R_,166,Rivers Cuomo,100,,e735876bfe064c32bc2f7a58b4792071,322 Dream Warning
The Best Moment of My Life 3 @128,The White Years,4,6,None,,,,,2,,Sketch,The White Years,15,,64,,26ed56c4deff48689f0e6e162898c42e,The Best Moment of My Life 3 @128
tearing me apart piano 6_8,EWBAITE,4,6,,\2 stars and below,,,,,,,ideas,60,Rivers Cuomo,62,,0c07b6e548fb4c3f96292b4fbe188e8f,tearing me apart piano 6_8
Bayou 1 @112 -5 AX 15,The Pacific Daydream Black Years,4,6,,\The Black Album,,,,2,,Sketch,Demos--Previous Versions,102,,112,1,21aca42493ec4a54a966acff7a785069,Bayou 1 @112 -5 AX 15
Baby Come Back 2003-05-21 (392),Patrick & Rivers,4,5,None,,,,Baby Come Back - 2003-05-21 2,3,Baby Come Back,Full Song,Patrick & Rivers,202,rc / pw,73,,176df423c5fe4eccaba3f1b87b775f26,Baby Come Back 2003-05-21 (392)
Bless The Whole World - v5,EWBAITE,4,5,None,\Demos--Previous Versions,,,Bless The Whole World - v5,3,Bless the Whole Wide World,Full Song,Demos--Previous Versions,220,,108,5,0430ae6c0ad140a4b13de9c8c1366c3b,bless the whole World 5
I'm Scared,The Green Years,4,5,None,\The Maladroit Years\2 stars and below,,,I'm Scared,3,I'm Scared,Voice Memo with Guitar,C.O.R_,169,Rivers Cuomo,81,,483fd6c755da4b189889cf1131196d95,337 I'm Scared
Untenable,The Green Years,4,5,None,\The Maladroit Years\2 stars and below,,,Untenable,3,Untenable,Full Song,C.O.R_,92,Rivers Cuomo,81,,ecc91abe940a479399df1c6a649bc27e,359 Untenable
Working Man - v3,The White Years,4,5,,\Unknown Album,,,Working Man - v3,3,Working Man,Sketch,Unknown Album,160,,89,3,8c636398e9234e8797e24515b46519b8,Working Man 3
Don't You Criticize,The Green Years,4,5,None,\The Black Room\C.O.R_,,,Don't You Criticize,2,Don't You Criticize,Sketch,C.O.R_,61,Rivers Cuomo,93,,d43d66c2c2e042a19a6f53e2111b3cc7,037 Don't You Criticize
Follow,The Green Years,4,5,None,\The Maladroit Years\2 stars and below,Island in the Sun; Lonely Girl,,Follow,2,Follow,Voice Memo With Guitar,C.O.R_,115,Rivers Cuomo,72,,ce80ed36b362482191b3ab6a37e5db84,321 Follow
Second Best Hugger In The World - v14 lyrics @160 +3,EWBAITE,4,5,None,\2 stars and below,,,Second Best Hugger In The World - v14 lyrics @160 +3,2,Second Best Hugger In The World,Partial Song,Demos--Previous Versions,72,,80,14,eb2fd288b385431f99a9e3ab1208b66c,Second Best Hugger In The World 14 lyrics @160 +3
Second Best Hugger In The World - v2,EWBAITE,4,5,None,\Demos--Previous Versions,,,Second Best Hugger In The World - v2,2,Second Best Hugger In The World,Full Song,Demos--Previous Versions,183,,81,2,0d3e2ab569134a40962dd055adc94728,Second Best Hugger In The World 2
Smiths Jamb v2,The Green Years,4,5,None,\The Maladroit Years\2 stars and below,,,Smiths Jamb v2,2,Cygnus X-1,Voice Memo With Guitar,C.O.R_,91,Rivers Cuomo,62,,f2937c75ce6f459496ac636fb4e68097,346.2 Smiths Jamb
Song From Yesterday - v1,The Green Years,4,5,None,\The Maladroit Years\2 stars and below,Possibilities,,Song From Yesterday - v1,2,Songs From Yesterday,Voice Memo With Guitar,C.O.R_,194,,65,,a52e024ff0384a2082edf4e6a467d883,308.1 Song From Yesterday
Take Your Life - v1,The Green Years,4,5,None,\The Maladroit Years\C.O.R_,,,Take Your Life - v1,2,Take Your Life,Voice Memo with Guitar,C.O.R_,126,Rivers Cuomo,87,,b03cbb16089f4f80be59af77e5d3bdf9,312.1 Take Your Life
I Wish I Could Autotune My Face - v6,EWBAITE,4,4,None,\Demos--Previous Versions,,,I Wish I Could Autotune My Face - v6,3,I Wish I Could Autotune My Face,Full Song,Demos--Previous Versions,166,,62,6,915b57a1ef2c482b89d1dc9706f0715e,I Wish I Could Autotune My Face 6
I'm Gonna Crush You,The Green Years,4,4,None,\The Maladroit Years\C.O.R_,"Get What You Want, Don't Pick on Me",,I'm Gonna Crush You,3,I'm Gonna Crush You,Voice Memo With Guitar,C.O.R_,79,Rivers Cuomo,81,,bc051c95415843a992999c5d6f5100d1,330a I'm Gonna Crush You
The Rules Of Life - v17,EWBAITE,4,4,None,\Demos--Previous Versions,,,The Rules Of Life - v17,3,The Rules of Life,Full Song,Demos--Previous Versions,179,,104,17,05c3f74b005d435693bbe98d723a9086,The Rules of Life 17
When Situations Piss You Off,The Green Years,4,4,None,\The Black Room\C.O.R_,,,When Situations Piss You Off,3,When Situations Piss You Off,Full Song,C.O.R_,208,Rivers Cuomo,93,,10c3ac61b5a248ffa365e414eacabc24,122a When Situations Piss You Off
You Lied To Us,The Green Years,4,4,None,\The Black Room\C.O.R_,,TKX,You Lied To Us - TKX-07,3,You Lied to Us,Full Song,C.O.R_,76,,65,,134f21246bd647d6aaf33e8c3f4f5579,TKX-07 You Lied to Us
