title,bundle,fanRating
Wagamama - 2013-2-13-13 sketch 2,EWBAITE,2.5
When Situations Get You Down,The Green Years,2.5
Work 11-27-2013 15h56m49s,EWBAITE,2.5
dictadroid1_2017_11_20_20_24_20,The Pacific Daydream Black Years,2.5
20 Beautiful Demons,The Green Years,2.5
32 A Word With You,The Green Years,2.5
33 I Saw You on Saturday Night,The Green Years,2.5
Congratulations - 2,The Green Years,2.5
Elaine- v7 be my steady sketch,EWBAITE,2.5
If That's The Way U Want Me - c49,EWBAITE,2.5
mylifenote,The Red-Raditude-Hurley Years,2.5
Old Man Time 024,The Green Years,2.5
Riff in G Sharp,The Green Years,2.5
Smaller Than Life - 2013-2-14 sketch 4,EWBAITE,2.5
The Unofficials - v4,EWBAITE,2.5
toby gad idea 1,The Red-Raditude-Hurley Years,2.5
Voice Memo on Mykel and Carli development,The Red-Raditude-Hurley Years,2.5
Work 2-12-2013 10h44m30s,EWBAITE,2.5
23 Crazy Rock Riff,The Green Years,2.5
The Rules Of Life - v19 1,EWBAITE,2.5
WS_30018,EWBAITE,2.5
WS_30024,EWBAITE,2.5
Any Friend Of Diane's 2 AJ @89,The Pacific Daydream Black Years,2.45
Take Back the Love,The Make Believe Years,2.44
1,Pre-Weezer,2.44
01 The Biggest Animal (Demo),Pre-Weezer,2.44
song 2 for rivers,Patrick & Rivers,2.44
03 I'm Falling,Pre-Weezer,2.44
140. mixed mode 2012-01-31_14-31,EWBAITE,2.44
19 Fuck Beat (argument over the radi,Pre-Weezer,2.44
dictadroid2_2015_4_1_15_46_21,The White Years,2.44
We Are All We Have 7 vocals @76 +1 20 bars,The Pacific Daydream Black Years,2.44
09 You're lovely_ and a haunting cho,The Green Years,2.43
sexy_girl_144,The Red-Raditude-Hurley Years,2.43
E C# techo riff,EWBAITE,2.43
Second Chance 2,EWBAITE,2.43
12 i don't want to know you,The Green Years,2.42
12 love is gone away,The Green Years,2.42
16 Spider Noise,Pre-Weezer,2.42
96._a12_2015_2_26_11_37_11,The White Years,2.42
C Major,The Red-Raditude-Hurley Years,2.42
dictadroid4_2015_2_7_9_38_2,The White Years,2.42
Do You Want To Get High 8,The White Years,2.42
08 weird lydian clean riff_ melody,EWBAITE,2.41
@144_2015_3_26_16_28_34,The White Years,2.4
18 Dear Woman,Pre-Weezer,2.4
1998 Riff 4 (Heavy Metal),The Green Years,2.4
1998 Riff 6 (Full Instrumental),The Green Years,2.4
2015-Mar-10-1543,The White Years,2.4
something special 2 @102,The Pacific Daydream Black Years,2.4
superstar_chorus_@162 1,The White Years,2.4
Untitled7_2016_3_3_20_11_10,The Pacific Daydream Black Years,2.4
Untitled9-1,The White Years,2.4
@116_2015_3_4_10_14_17,The White Years,2.4
27 minor rap_ i VII VI v,EWBAITE,2.4
38 mouth riff _ I IV _,The Green Years,2.4
dictadroid3_2014_11_13_11_48_40 1,The White Years,2.4
dictadroid4_2015_2_16_17_59_20,The White Years,2.4
Ideas 10-15-2013 16h33m26s,EWBAITE,2.4
ideas 11-15-2011 17h6m7s,EWBAITE,2.4
Ideas 6-28-2013 13h30m27s,EWBAITE,2.4
life_isn't_fair_2014_10_5_10_51_59,The White Years,2.4
Perfect 5Ths Aku 2012-05-31_10-38,EWBAITE,2.4
troublemaker chunky GFeF,The Red-Raditude-Hurley Years,2.38
44 this is me (drum write),The Green Years,2.38
14/02/2005,The Red-Raditude-Hurley Years,2.38
65 and every time you come around,The Green Years,2.38
88 piano and melody,The Green Years,2.38
dictadroid1_2014_12_4_16_24_25,The White Years,2.38
Do You Want To Get High - v8 1,The White Years,2.38
"Hey, Here Comes My Love A20",EWBAITE,2.38
I Really Wanna Know A54,EWBAITE,2.38
I vi IV V maybe on the piano,EWBAITE,2.38
Ideas 11-8-2013 12h36m57s,EWBAITE,2.38
Ideas 2-27-2013 16h7m23s,EWBAITE,2.38
Ideas 6-20-2013 13h23m45s,EWBAITE,2.38
Ideas 9-18-2013 20h54m11s,EWBAITE,2.38
ideas 9-6-2012 10h43m34s,EWBAITE,2.38
No Bars - 2013-2-5 acoustic sketch,EWBAITE,2.38
shake_me_down_2014_2_24_10_32_56,EWBAITE,2.38
Start Up - 2012-11-16 brief acoustic clip 4,EWBAITE,2.38
suki yaki cuomo Ideas 2-15-2013 10h2,EWBAITE,2.38
Untitled1,The White Years,2.38
Untitled1 5,The White Years,2.38
Wagamama - 2013-2-19-13 sketch 2,EWBAITE,2.38
When the Day is done c12,EWBAITE,2.38
Work 10-26-2012 14h19m1s,EWBAITE,2.38
WS_30001,EWBAITE,2.38
29/01/2005,The Red-Raditude-Hurley Years,2.36
08 sappy piano arpeggio melody,The Red-Raditude-Hurley Years,2.36
100 sing a melody on piano,The Green Years,2.36
12 Rip 'n' Shred,Pre-Weezer,2.36
groovin alanis 2 @105,The White Years,2.36
Movies 2 Tight Black Dress,The White Years,2.36
New Wave Bass Line @123,The Red-Raditude-Hurley Years,2.36
Summer Love Examp,The White Years,2.36
01 01,Pre-Weezer,2.35
Harvard Blues (edit) 1,The Blue-Pinkerton Years,2.33
06 Homer Pig,Pre-Weezer,2.33
08 Kick Back,Pre-Weezer,2.33
Cupid_ Spanish Armada i 2,The Red-Raditude-Hurley Years,2.33
happy_anniversary_5_verse,The White Years,2.33
No Diligence,The White Years,2.33
nylon_pluck,The White Years,2.33
20 The Key of E_ The Key of Bb,Pre-Weezer,2.33
29 One More Drink,The Green Years,2.33
Ideas 12-10-2013 10h33m51s,EWBAITE,2.33
Work 11-27-2013 15h11m11s,EWBAITE,2.33
53 falsetto melody,The Green Years,2.33
"Hey, Hey, Hey 010",The Green Years,2.33
I Wish I Was a Mexican,The Green Years,2.33
I Wish I was a Mexican (with intro),The Green Years,2.33
Let's Go Surfing - I bIII VII IV acoustic instrumental,The Red-Raditude-Hurley Years,2.33
Nothin' Satisfies,The Green Years,2.33
toby gad idea 10,The Red-Raditude-Hurley Years,2.33
Untitled3,The White Years,2.33
Untitled8,The White Years,2.33
dictadroid5_2017_8_15_7_40_31,The Pacific Daydream Black Years,2.33
_midtempo 1 4 5 groove,EWBAITE,2.33
dictadroid1_2017_9_19_8_57_22,The Pacific Daydream Black Years,2.33
evh aku melody,The Green Years,2.33
Expatriates in Paris - 2012-9-12 piano,EWBAITE,2.33
ideas 10-24-2011 8h20m51s,EWBAITE,2.33
ideas 10-8-2011 16h32m39s,EWBAITE,2.33
ideas 11-27-2011 20h0m26s,EWBAITE,2.33
It's Been So Long - 2013-12-2 sketch 1,EWBAITE,2.33
It's Been So Long - 2013-12-2 sketch 2,EWBAITE,2.33
It's Been So Long - 2013-12-2 sketch 2 dup2,EWBAITE,2.33
Paisley mixolydian C4,EWBAITE,2.33
Real Life Friend - 2012-6-23 rough acoustic sketch 1,EWBAITE,2.33
Real Life Friend - 2012-6-23 rough acoustic sketch 2,EWBAITE,2.33
riffs2 (conflict at 2012-02-27_22-29,EWBAITE,2.33
ring around rock bridge 1,EWBAITE,2.33
sad melody_progression IV ii iiisus,The Red-Raditude-Hurley Years,2.33
Saturday Night - 2013-7-22 sketch 2,EWBAITE,2.33
Saturday Night - 2013-7-22 sketch 3,EWBAITE,2.33
Saturday Night - 2013-7-22 sketch 4,EWBAITE,2.33
Second Best Hugger in the World - 2013-2-13 sketch 2,EWBAITE,2.33
Second Best Hugger in the World - 2013-2-13 sketch 3,EWBAITE,2.33
St. George - 2012-10-23 alt verse idea,EWBAITE,2.33
There Is No Try - 2012-11-13 3,EWBAITE,2.33
Unknown Song F - 2012-12-13 sketch 1,EWBAITE,2.33
Wagamama - 2013-2-13-13 sketch 3,EWBAITE,2.33
Weekend Girl - 2013-10-9-13 acoustic sketch,EWBAITE,2.33
What I Want - 2013-7-28-13 sketch,EWBAITE,2.33
Work 1-2-2013 19h33m5s,EWBAITE,2.33
Work 10-1-2012 12h32m45s,EWBAITE,2.33
Black White and Blue 4 @ 120 +1,The Pacific Daydream Black Years,2.33
dictadroid1_2017_11_16_13_42_1,The Pacific Daydream Black Years,2.33
harsh_light_tag_2018_6_26_15_12_59 (1),The Pacific Daydream Black Years,2.33
Piece of Cake 14 no verse voc @84 +2,The Pacific Daydream Black Years,2.33
07 Space Travel,Pre-Weezer,2.32
12 Boo,Pre-Weezer,2.31
I'm so happy I'm in santa monica,The White Years,2.31
Living In Harmony 2b @118,The White Years,2.31
@130_2015_2_18_15_2_55,The White Years,2.3
22 It Holds Me Together,Pre-Weezer,2.3
Collaborate,EWBAITE,2.3
Hot Little Tramp.chorus.vso,The Red-Raditude-Hurley Years,2.3
@60_2015_3_28_15_4_36,The White Years,2.3
@88,The White Years,2.3
10 10a,The Green Years,2.3
140 D D C G (A22 late night jam) (c,The Red-Raditude-Hurley Years,2.3
19 this is me (drum write),The Green Years,2.3
20 strummy riff,The Green Years,2.3
332.1 riff,The Green Years,2.3
73 sing a melody,The Green Years,2.3
91 our parents didn't want to know,The Green Years,2.3
dictadroid4_2017_9_25_15_5_54,The Pacific Daydream Black Years,2.3
I vi I64 IV ideas 10-5-2012,EWBAITE,2.3
IV I IV B piano slammin' shuffle 8,EWBAITE,2.3
Kodak_2015_2_5_16_51_40,The White Years,2.3
out_the_door_2@168,The White Years,2.3
Rock Jam--beat box,Pre-Weezer,2.3
toby gad idea 3,The Red-Raditude-Hurley Years,2.3
Trippin' Down The Freeway.bgv,The Red-Raditude-Hurley Years,2.3
sad fairy tale key chords I I6,EWBAITE,2.29
04 More Fuzzy Riffage,Pre-Weezer,2.25
04 More Fuzzy Riffage,Pre-Weezer,2.25
1 6 4 5 B118 beat,EWBAITE,2.25
12 Home,Pre-Weezer,2.25
@120_2015_3_5_12_22_27,The White Years,2.25
05 verse,The Green Years,2.25
10 Plankton Frito--demo of Mike's pa,Pre-Weezer,2.25
2011-04-29ideas01,EWBAITE,2.25
23 Cheeks Mogli (In the Jungle),Pre-Weezer,2.25
Dreary Riff,The Red-Raditude-Hurley Years,2.25
heavy groovy techno,EWBAITE,2.25
Jack_a_2015_1_20_12_41_46,The White Years,2.25
Moshikashitara @ 122,The Red-Raditude-Hurley Years,2.25
25 strums and melodies,The Green Years,2.25
33 zone out riff,The Green Years,2.25
42 042a,The Green Years,2.25
48 i'm gonna write_,The Green Years,2.25
66 don't lie to me,The Green Years,2.25
98 It's So Mysterious I III I,The Green Years,2.25
dictadroid1_2015_4_1_10_17_32,The White Years,2.25
something's missing,The Red-Raditude-Hurley Years,2.25
that's all i ask more melodies,The White Years,2.25
Wild Animals 4,The White Years,2.25
You And Me Together 2013 BGV ONLY,EWBAITE,2.25
Youthful,The White Years,2.25
Autotune My Face - Ideas,EWBAITE,2.25
dictadroid6_2015_2_8_8_50_56,The White Years,2.25
El Presidente - 2012-8-23 sketch 2,Patrick & Rivers,2.25
Get Me Some Medicine - 2012-10-23 rough sketch,EWBAITE,2.25
ideas 8-8-2011 15h4m55s,EWBAITE,2.25
No Bars - 2013-1-22 acoustic sketch,EWBAITE,2.25
soundcheck riff techno,EWBAITE,2.25
Superstar techno riff,EWBAITE,2.25
TechnoProgressions1 i VII VI iv,The Red-Raditude-Hurley Years,2.25
Untitled1 9,The Pacific Daydream Black Years,2.25
Untitled2-20150821,The White Years,2.25
Work 10-25-2013 12h47m8s,EWBAITE,2.25
Work 10-26-2012 14h10m45s,EWBAITE,2.25
You Got To Mow,The Green Years,2.25
Friday Feeling 12 dumdiddy.heyman.medicine @104 VOCALS,The Pacific Daydream Black Years,2.25
63 I'm So Glad I Got a Girl To Think Of,The Green Years,2.25
D-C-G-F 021,The Green Years,2.25
Going Bald - 2012-7-13 acoustic sketch 2,EWBAITE,2.25
I Don't Need You,The Green Years,2.25
"Poor Boy, Sad on the Happy Pills",The Green Years,2.25
Somebody Tell Me Why,The Green Years,2.25
Turn Your Love Away 027,The Green Years,2.25
17 One More Time Around - Piano,The Green Years,2.25
32 Downtown,The Green Years,2.25
51 Everybody Wants Some Love,The Green Years,2.25
Collaborate - 2012-11-16 acoustic sketch,EWBAITE,2.25
Creepers,The Green Years,2.25
dictadroid3_2014_9_5_17_49_31 1,EWBAITE,2.25
Everybody Wants,The Green Years,2.25
Heavy Let It Be Piano Chords,EWBAITE,2.25
Hideaway - 2013-6-5 sketch 1,EWBAITE,2.25
Hideaway - 2013-6-5 sketch 3,EWBAITE,2.25
i v ii III,Pre-Weezer,2.25
It Used To Be Mine (Piano),The Green Years,2.25
Mixo Hop Piano 10-5-2012 10H16M57S,EWBAITE,2.25
Piano Minor 8-28-2012 10H2M22S,EWBAITE,2.25
Smaller Than Life - 2013-2-14 sketch 1,EWBAITE,2.25
Smaller Than Life - 2013-2-14 sketch 2,EWBAITE,2.25
Smaller Than Life - 2013-2-14 sketch 7,EWBAITE,2.25
Smaller Than Life - 2013-2-14 sketch 8,EWBAITE,2.25
Typical Me - acoustic sketch,EWBAITE,2.25
Work 2-8-2013 16h10m44s,EWBAITE,2.25
04 Just A White Boy,Pre-Weezer,2.22
gun it 3 @ 62.5,The Pacific Daydream Black Years,2.21
02 Galactus,Pre-Weezer,2.21
20170720_Untitled11,The Pacific Daydream Black Years,2.21
21 Suck My Hot Poker,Pre-Weezer,2.21
b_minor_2,The White Years,2.21
i love the usa alt melody,The White Years,2.21
slits_piano_groove@96_2015_1_22_10_1,The White Years,2.21
waltz_at_122 1,The White Years,2.21
dictadroid7_2015_2_8_11_8_22,The White Years,2.2
@152_2015_3_5_14_32_36,The White Years,2.2
02 sing a melody,The Green Years,2.2
18 one more time around jigga jigga,The Green Years,2.2
1988-03 q Father Time writing tape 4,Pre-Weezer,2.2
Congratulations,The Green Years,2.2
Jungle - rough 0906 2,The Red-Raditude-Hurley Years,2.2
18 bad man,The Green Years,2.2
76 disco queen,The Green Years,2.2
chromatic major dist riff techno,EWBAITE,2.2
dictadroid10_2014_11_24_9_22_20,The White Years,2.2
dictadroid3_2017_8_30_10_46_45,The Pacific Daydream Black Years,2.2
dictadroid6_2014_11_17_12_27_36 1,The White Years,2.2
Flashdance cool chord changes c8,EWBAITE,2.2
Gerbils,Pre-Weezer,2.2
Ideas 5-14-2013 17h10m7s,EWBAITE,2.2
Ideas 6-21-2013 16h40m0s,EWBAITE,2.2
Ideas 8-22-2013 10h17m32s,EWBAITE,2.2
post_2015_1_20_15_3_42,The White Years,2.2
Untitled3 7,The Pacific Daydream Black Years,2.2
Untitled7,The White Years,2.2
black white and blue dictadroid1_2018_3_13_11_54_57,The Pacific Daydream Black Years,2.2
05 Transported,Pre-Weezer,2.17
08 prechorus,The Green Years,2.17
13 Old Man,Pre-Weezer,2.17
2012-02-10_13-43,EWBAITE,2.17
I V ii vi fat mouth groove,EWBAITE,2.17
Untitled1 2,The White Years,2.17
VI V i VII Better off,The Red-Raditude-Hurley Years,2.17
45 Disco Queen,The Green Years,2.17
Evil 031,The Green Years,2.17
Shangri-La,The Red-Raditude-Hurley Years,2.17
Work 5-29-2013 12h59m37s,EWBAITE,2.17
22 Makin' Love,The Green Years,2.17
29 Beautiful Demons,The Green Years,2.17
34 34 34 34 A34,The Green Years,2.17
clean 154 Ideas 1-11-2013 3h21m35s,EWBAITE,2.17
commitment,EWBAITE,2.17
dictadroid1_2014_12_19_14_2_2,The White Years,2.17
"Hell Yeah, Shit's Gonna Rock",The Green Years,2.17
Hippies - 2013-2-12 sketch 2,EWBAITE,2.17
Hippies - 2013-2-12 sketch 3,EWBAITE,2.17
Hippies - 2013-2-13 sketch 2,EWBAITE,2.17
Hippies - 2013-2-13 sketch 3,EWBAITE,2.17
"I Can't Stop, I'm 0 for the Day",The Green Years,2.17
I Wouldn't If I Was You,The Green Years,2.17
ideas 10-18-2012 18h12m51s,EWBAITE,2.17
Minor Key 90'S Boy Band C127,EWBAITE,2.17
"Oh, My Heart Hurts",The Green Years,2.17
Second Best Hugger in the World - 2013-2-13 sketch 1,EWBAITE,2.17
shakey 16th riff_ vii6_4 I6 2,The Red-Raditude-Hurley Years,2.17
Untitled12-1,The Pacific Daydream Black Years,2.17
Untitled4,The White Years,2.17
Untitled7,The White Years,2.17
Untitled8,The White Years,2.17
Untitled9,The White Years,2.17
Wagamama - 2013-2-13-13 sketch 1,EWBAITE,2.17
Work 5-29-2013 15h8m9s,EWBAITE,2.17
Work 7-3-2012 11h44m47s,EWBAITE,2.17
13 I am Zeebas,Pre-Weezer,2.14
16th strum Imaj7 ii7 over pedal,EWBAITE,2.14
1 5 6 6 7 8 a minor riff,EWBAITE,2.14
126 mouth riff techno,EWBAITE,2.14
crazy_10_melody,The White Years,2.14
04 Gimme My Money,Pre-Weezer,2.12
1-5-4 @77I_want_down_time_2015_2_23_17_23_,The White Years,2.12
62 our parent's didn't want to know,The Green Years,2.12
84 interesting rave-up feel _ I,The Green Years,2.12
89 falsetto_ chorus melody,The Green Years,2.12
crazy_9_naked,The White Years,2.12
El Presidente - 2012-8-23 sketch 5,Patrick & Rivers,2.12
I Want To Be With You Girl - A118,EWBAITE,2.12
Ideas 10-14-2013 13h32m43s,EWBAITE,2.12
ideas 11-8-2012 16h11m46s,EWBAITE,2.12
minor cupid polyrhythm riff,The Red-Raditude-Hurley Years,2.12
soundcheck riff,EWBAITE,2.12
terje aku,The Red-Raditude-Hurley Years,2.12
Untitled1,The White Years,2.12
Untitled15,The White Years,2.12
Work 5-29-2013 13h29m20s,EWBAITE,2.12
@120_2015_3_2_11_48_12,The White Years,2.1
@138_2015_3_6_12_14_30,The White Years,2.1
08 when somebody asks you what the n,Pre-Weezer,2.1
14 clean riff development_ _ I _i,The Green Years,2.1
16 one more time around,The Green Years,2.1
bo diddley groove in A,The Red-Raditude-Hurley Years,2.1
Children's_Album 10-4-2011 9h6m23s,EWBAITE,2.1
dictadroid1_2015_2_18_15_38_44,The White Years,2.1
Ghetto Owl 2 @128,The White Years,2.1
I6 IV V piano,EWBAITE,2.1
If You Want Me Tell Me So with vocal,The Pacific Daydream Black Years,2.1
skips a generation 3 @87,EWBAITE,2.1
spirit_in_the_sky_2015_1_29_13_59_52,The White Years,2.1
Untitled3-20150821,The White Years,2.1
Untitled7_2014_2_6_12_24_31,EWBAITE,2.1
Webcam Hottie.chorus,The Red-Raditude-Hurley Years,2.1
Children's_album 8-3-2011 13h21m33s,EWBAITE,2.1
15/02/2005,The Red-Raditude-Hurley Years,2.08
@108_2015_3_3_10_42_9,The White Years,2.08
13 heavy driving riff,The Green Years,2.08
"19 too many thoughts in my head, now",The Green Years,2.08
Children's_Album 12-8-2011 8h51m40s,EWBAITE,2.08
dictadroid12_2014_10_10_10_2_39,The White Years,2.08
High of 69 3@80,The White Years,2.08
Untitled2-1,The White Years,2.08
@104_taking_me_for_granted_2015_3_3_,The White Years,2.07
116._one_time_2015_2_25_13_52_22,The White Years,2.07
Thigh Span @80,The White Years,2.07
03 03,Pre-Weezer,2.06
1-4-2-5 @126_2015_3_9_13_9_12,The White Years,2.06
02 Funky Hr-16 plus Bass Jam,Pre-Weezer,2.05
02 tapping song,Pre-Weezer,2
@115 Untitled6-1,The White Years,2
03 Fuzzy Guitar-Random Riffing,Pre-Weezer,2
"02 oh, oh, oh",The Green Years,2
dictadroid10_2014_10_5_15_54_37,The White Years,2
guiding light - dictadroid1_2015_1_2,The White Years,2
Untitled1 12,The White Years,2
09 Father Time solo sketches,Pre-Weezer,2
@115 Untitled4-1,The White Years,2
Ain't Got No Time for Messing Around,The Red-Raditude-Hurley Years,2
dictadroid11_2014_7_19_21_22_26,EWBAITE,2
dictadroid7_2014_10_1_18_37_33,The White Years,2
Bo Diddley,The Red-Raditude-Hurley Years,2
Children's_Album 9-1-2011 8h20m57s,EWBAITE,2
Ideas 10-16-2013 11h3m20s,EWBAITE,2
dictadroid2_2015_2_2_15_58_25,The White Years,2
I6 I7 jazzy with a nice melody,EWBAITE,2
Ideas 5-21-2013 16h18m19s,EWBAITE,2
Ideas 7-7-2013 17h2m10s,EWBAITE,2
the girl i should hold on to dictadroid5_2015_2_17_5_26_10,The White Years,2
Untitled5,The White Years,2
37 37 37 37 A37,The Green Years,2
dictadroid1_2015_1_8_15_38_48,The White Years,2
Hot Little Tramp chorus only,The Red-Raditude-Hurley Years,2
I V piano,The Red-Raditude-Hurley Years,2
on_the_beach_2,The White Years,2
Untitled1 2 webisode notes,EWBAITE,2
You And Me Together 2013 LEAD VOC ON,EWBAITE,2
slits_piano_groove@96_2015_1_22_10_1 1,The White Years,2
_b2 5 1 piano 2012-05-03_08-41,EWBAITE,2
31 I'm so happy to see you all,The Green Years,2
Back to the Shack - 2013-12-4 sketch 1,EWBAITE,2
dictadroid1_2015_3_25_11_18_38,The White Years,2
dictadroid3_2015_3_2_11_43_13,The White Years,2
Groovy Piano Melody Ii V I Vi,EWBAITE,2
happy_anniversary._3_at152,The White Years,2
I ii vi aku,EWBAITE,2
I IV 16th happy fast clean strum i,EWBAITE,2
Ideas 10-4-2013 13h43m48s,EWBAITE,2
tense 3_4,EWBAITE,2
Untitled13_2014_2_27_12_59_47,EWBAITE,2
Wagamama - 2013-2-8-13 sketch 1,EWBAITE,2
Untitled9 3,The White Years,2
26 some are heavy (nice chorus),The Green Years,2
45 45b,The Green Years,2
47 we went up on the mountain,The Green Years,2
87 Tick Tock,The Green Years,2
pantsu nugu,The Red-Raditude-Hurley Years,2
toby gad idea 2,The Red-Raditude-Hurley Years,2
toby gad idea 5,The Red-Raditude-Hurley Years,2
Untitled5_2014_3_26_14_14_27,EWBAITE,2
dictadroid2_2014_6_24_16_25_55,EWBAITE,2
25 A25,The Green Years,2
28 Do You Want to Have Some Fun,The Green Years,2
Back to the Shack - 2013-12-4 sketch 5,EWBAITE,2
clean 154 Ideas 1-11-2013 3h18m17s,EWBAITE,2
Hippies - 2013-2-18 vocal idea,EWBAITE,2
Ideas 10-18-2013 13h1m2s,EWBAITE,2
Ideas 7-14-2013 14h28m47s,EWBAITE,2
Nadeshiko Ideas 1-3-2013 14H46M27S,EWBAITE,2
Punky Dist Chords Ideas 2-1-201,EWBAITE,2
ring around rock bridge,EWBAITE,2
Something's Missing - 2013-2-1 sketch 1,EWBAITE,2
soundcheck riffage,EWBAITE,2
Sunshine Alt Chorus Melody,The Green Years,2
TechnoProgressions2,The Red-Raditude-Hurley Years,2
Work 7-3-2012 10h48m29s,EWBAITE,2
Working Man - 2013-3-24-13 acoustic sketch 1,EWBAITE,2
hasta_guitar_2018_11_15_12_36_15,The Pacific Daydream Black Years,2
little_Carla_happy_at_last_2018_3_22_13_27_13,The Pacific Daydream Black Years,2
Untitled2,The Pacific Daydream Black Years,2
09 Girl,The Green Years,2
18 Beautiful Demons,The Green Years,2
46 Is This Country Mine,The Green Years,2
79 I'm So Glad I Got a Girl To Think Of,The Green Years,2
80 Little Girls,The Green Years,2
96 Why Can't You Live Under Me,The Green Years,2
99 Cheap Love,The Green Years,2
Down Down Diggity,The Green Years,2
Going Bald - 2012-7-13 acoustic sketch 1,EWBAITE,2
Piano I Ii V 8-27-2012 9H40M52S,EWBAITE,2
Second Best Hugger in the World - 2013-2-6 sketch,EWBAITE,2
stop comparing me to him 2 @113,The White Years,2
Unknown Song C - 2012-11-16-12,EWBAITE,2
Untitled8,The Pacific Daydream Black Years,2
You Like To Beat,The Green Years,2
Best Coast Bethany Ideas 3,EWBAITE,2
dictadroid5_2014_9_16_13_48_49,EWBAITE,2
Expatriates in Paris - 2012-9-12 sketch 2,EWBAITE,2
ideas 10-24-2011 8h21m28s,EWBAITE,2
Minor Grand Melody 1,EWBAITE,2
rhodes idea,EWBAITE,2
Silvertone Riff,The Green Years,2
Smaller Than Life - 2013-2-14 sketch 3,EWBAITE,2
Unknown Song D - 2012-11-26 vocal sketch 2,EWBAITE,2
Untitled5 2 webisode,EWBAITE,2
riff,EWBAITE,2
Untitled1,The Pacific Daydream Black Years,2
Untitled12,The Pacific Daydream Black Years,2
02 don't gimme that,The Green Years,1.94
Summer Of Love Chord Tweak,The White Years,1.94
02 Stupid Times,Pre-Weezer,1.93
@102_2015_2_14_14_41_10,The White Years,1.93
05 Kick Back,Pre-Weezer,1.93
05 Dadddy I'm going to sing this son,Pre-Weezer,1.92
Children's_Album 9-1-2011 8h18m45s,EWBAITE,1.92
Untitled1 4,The White Years,1.92
Untitled10 1,The White Years,1.92
20 Spinal Jam,Pre-Weezer,1.9
@80._2015_3_4_10_8_48,The White Years,1.9
13 clean riffs with hecksher,The Green Years,1.9
13 our parents didn't want to know,The Green Years,1.9
15 melody and strum,The Green Years,1.9
Ideas 12-5-2013 14h4m51s,EWBAITE,1.9
Sandy pants @143,The White Years,1.9
Untitled4 2,The White Years,1.9
Work 10-26-2012 14h9m31s,EWBAITE,1.9
you're a liar INSTR,The Red-Raditude-Hurley Years,1.9
05 We've Seen Some Grossness,Pre-Weezer,1.88
025 A BF G,The Green Years,1.88
1998 Riff 3 (Heavy Metal),The Green Years,1.88
14 everybody wants (cool feel)_ I,The Green Years,1.88
16 open your eyes,The Green Years,1.88
17 clean jam,The Green Years,1.88
18 clean jam,The Green Years,1.88
21 strum riff,The Green Years,1.88
29 sock it to me I vi IV V,The Red-Raditude-Hurley Years,1.88
40 40b,The Green Years,1.88
48 Good times bridge,The Green Years,1.88
57 prechorus_,The Green Years,1.88
58 heavy major riff,The Green Years,1.88
59 i remember the day we used to sin,The Green Years,1.88
60's mixolydian b93,EWBAITE,1.88
brother of mine,The Red-Raditude-Hurley Years,1.88
dictadroid1_2014_12_1_10_19_11,The White Years,1.88
dictadroid5_2014_11_5_14_52_24,The White Years,1.88
dictadroid9_2014_11_21_15_48_38,The White Years,1.88
I ii piano,EWBAITE,1.88
Ideas 12-6-2013 7h49m42s,EWBAITE,1.88
rad_2015_2_5_6_1_49,The White Years,1.88
rad_a_2015_2_5_6_6_39,The White Years,1.88
Untitled1,The White Years,1.88
Untitled12_2014_2_20_13_9_31,EWBAITE,1.88
Untitled4,The White Years,1.88
Untitled4 3,The White Years,1.88
Children's_album 8-5-2011 9h12m45s,EWBAITE,1.86
04 A Quick Travel Through Space,Pre-Weezer,1.86
01 whenever i feel lonely,The Green Years,1.85
2010-07-12d,The Red-Raditude-Hurley Years,1.83
08 riff,The Green Years,1.83
chromatic major dist riff Ideas 2-1,EWBAITE,1.83
dictadroid1_2015_1_17_19_17_3,The White Years,1.83
dictadroid5_2014_11_13_14_31_31 1,The White Years,1.83
High of 69 @80,The White Years,1.83
36 36 36 36 A36,The Green Years,1.83
47 punk chorus,The Green Years,1.83
beautiful euro melody c2,EWBAITE,1.83
beethoven piano 8-28-2012 10h17m20s,EWBAITE,1.83
Clean Smokey Riff - 2012-6-6,EWBAITE,1.83
crushing on IV V I on piano,EWBAITE,1.83
I Feel So Excited - w chords,EWBAITE,1.83
Ideas 10-16-2013 11h14m32s,EWBAITE,1.83
Ideas 10-18-2013 12h57m50s,EWBAITE,1.83
Piano Quarter Note Triplet Melody An 1,The Red-Raditude-Hurley Years,1.83
superstar_chorus_@162,The White Years,1.83
toby gad idea 8,The Red-Raditude-Hurley Years,1.83
Unknown Song E - 2012-11-29 piano sketch 1,EWBAITE,1.83
Unknown Song E - 2012-11-29 piano sketch 2,EWBAITE,1.83
Untitled3,The White Years,1.83
Work 11-17-2012 22h33m16s,EWBAITE,1.83
06 06 106 06 A06,The Green Years,1.81
09 I Got So Many Problems,Pre-Weezer,1.81
1988-03- q Father Time writing tape,Pre-Weezer,1.8
@210_2015_2_14_13_47_13,The White Years,1.8
12_8 50's progression I vi IV V,The Red-Raditude-Hurley Years,1.8
15 satisfying melodies_ reign over m,The Green Years,1.8
25 oasis chorus,The Green Years,1.8
45 and the pain you dropped is good,The Green Years,1.8
dictadroid7_2014_7_6_10_52_5,The White Years,1.8
finger_pluck_blues_riff_2015_1_1_11_,The White Years,1.8
Ideas 1-4-2013 19h24m46s,EWBAITE,1.8
